brand,colorway,gender,name,title,releaseDate,retailPrice,belowRetail,shoe,missingData
Nike,Black/Metallic Gold-Black,men,Black Metallic Gold,Air Foamposite Pro Black Metallic Gold,2018-11-17 23:59:59,230,True,Air Foamposite Pro,False
Nike,Black/Aurora Green-Black-Aurora Green,men,Abalone,Air Foamposite One Abalone,2018-01-20 23:59:59,250,True,Air Foamposite One,False
Nike,Black/Metallic Silver-Hyper Crimson-Photo Blue,men,I Promise,LeBron 16 I Promise,2018-11-20 23:59:59,185,False,LeBron 16,False
Revenge X Storm,Red,men,Red (with Flames),Revenge X Storm Low Top Red (with Flames),2018-03-22 23:59:59,200,False,Revenge X Storm Low Top,False
Nike,Team Red/Metallic Gold-Multi-Color-Sail,men,King,LeBron 16 King,2018-10-15 23:59:59,185,False,LeBron 16,False
adidas,Sun Glow/Core Black/Equipment Yellow,men,Pharrell Sun Glow,adidas Human Race NMD Pharrell Sun Glow,2017-11-11 23:59:59,240,True,adidas Human Race NMD,False
adidas,Chalk Coral/Flash Green-Lab Purple,men,Pharrell Holi Festival (Chalk Coral),adidas Human Race NMD Pharrell Holi Festival (Chalk Coral),2018-03-16 23:59:59,250,True,adidas Human Race NMD,False
Jordan,Game Royal/Black-Summit White,child,Game Royal (GS),Jordan 1 Retro High Game Royal (GS),2018-03-24 23:59:59,120,False,Jordan 1 Retro High,False
Jordan,Black/Rattan-White-Metallic Gold,men,The Master,Jordan 12 Retro The Master,2016-02-27 23:59:59,190,False,Jordan 12 Retro,False
Jordan,Black/Black-Black,men,Levi's Black (Blank Tag),Jordan 4 Retro Levi's Black (Blank Tag),2018-06-30 23:59:59,225,False,Jordan 4 Retro,False
Jordan,White/Metallic Silver-Sport Royal,men,White Sport Royal,Jordan 18 Retro White Sport Royal,2018-01-22 23:59:59,225,False,Jordan 18 Retro,False
Nike,Team Orange/Dark Grey-Black,men,Big Bang,Air Foamposite One Big Bang,2018-01-04 23:59:59,230,False,Air Foamposite One,False
Nike,Desert Ore/Desert Ore-Hyper Jade-Bright Mango,men,Off-White Desert Ore,Air Max 90 Off-White Desert Ore,2019-01-19 23:59:59,160,False,Air Max 90,False
Jordan,Medium Grey/White-Cool Grey,men,Cool Grey,Jordan 11 Retro Cleat Cool Grey,2018-03-16 23:59:59,125,True,Jordan 11 Retro Cleat,False
Jordan,Black/Black-Infrared 23,men,Black Infrared 23 (2018),Jordan Future Premium Black Infrared 23 (2018),2018-07-28 23:59:59,185,True,Jordan Future Premium,False
adidas,Cloud White/Grey One/Solar Pink,men,Cloud White,adidas NMD R1 STLT Cloud White,2018-04-01 23:59:59,170,True,adidas NMD R1 STLT,False
Jordan,Black/Anthracite-Metallic Black-Black,men,Triple Black,Jordan Future Triple Black,2018-06-25 23:59:59,150,True,Jordan Future,False
Jordan,Black/Game Royal-White,men,Royal,Jordan 1 Retro High Flyknit Royal,2017-10-07 23:59:59,180,True,Jordan 1 Retro High Flyknit,False
adidas,Core Black/Carbon/Shock Pink,men,Triple Black Shock Pink,adidas NMD CS2 Triple Black Shock Pink,2018-03-15 23:59:59,190,True,adidas NMD CS2,False
Nike,Court Purple/Court Purple,men,Court Purple,Nike SF Air Force 1 High Court Purple,2018-05-18 23:59:59,180,True,Nike SF Air Force 1 High,False
Nike,Dark Magnet/University Red-Heritage,men,Dorothy,Nike Dunk SB Low Dorothy,2015-03-04 23:59:59,100,True,Nike Dunk SB Low,False
Nike,White/Sport Turquoise-Black,men,Menthol (2018),Air Max 93 Menthol (2018),2018-02-02 23:59:59,130,True,Air Max 93,False
adidas,Core Black/Core Black/Core Black,men,Red Carpet Pack Black,adidas EQT Support 93/17 Red Carpet Pack Black,2018-03-01 23:59:59,190,True,adidas EQT Support 93/17,False
Nike,Summit White/Black-Team Orange,men,White Black Orange,Nike M2K Tekno White Black Orange,2018-08-16 23:59:59,100,True,Nike M2K Tekno,False
Jordan,Guava Ice/Sail,men,Guava Ice,Jordan 1 Retro High Guava Ice,2018-09-01 23:59:59,160,True,Jordan 1 Retro High,False
Nike,Light Carbon/Light Carbon-Black,men,Light Carbon,Air Force 1 Foamposite Cup Light Carbon,2018-01-05 23:59:59,200,True,Air Force 1 Foamposite Cup,False
Nike,Sail/Gym Red-Fresh Mint,men,White Widow,Nike SB Dunk Mid White Widow,2018-04-20 23:59:59,100,False,Nike SB Dunk Mid,False
Nike,University Red/Blackened Blue-Red Crush-Provence Purple,men,Varsity Pack University Red,Air Max 90 Varsity Pack University Red,2018-05-18 23:59:59,140,True,Air Max 90,False
Nike,Black/Black,men,Triple Black,Nike SF Air Force 1 High Triple Black,2017-11-24 23:59:59,185,True,Nike SF Air Force 1 High,False
adidas,Chalk White/Core Black/Collegiate Navy,men,Collegiate Navy,adidas Yung-1 Collegiate Navy,2018-06-20 23:59:59,130,True,adidas Yung-1,False
Nike,Camo Green/Total Orange-Gum Light Brown,men,Carhartt WIP Camo,Air Force 1 Low Utility Carhartt WIP Camo,2018-12-06 23:59:59,165,True,Air Force 1 Low Utility,False
Nike,String/Total Orange-Neutral Olive,men,Neutral Olive Total Orange,Air Max 95 OG Neutral Olive Total Orange,2018-08-16 23:59:59,160,True,Air Max 95 OG,False
Nike,Multi-Color/Multi-Color,men,Multi-Color,Kyrie 5 Multi-Color,2018-12-15 23:59:59,130,True,Kyrie 5,False
Nike,Vast Grey/Light Photo Blue-Midnight Navy,men,Vast Grey Light Photo Blue,Air Tailwind 79 Vast Grey Light Photo Blue,2018-10-23 23:59:59,100,False,Air Tailwind 79,False
Jordan,Neutral Olive/Metallic Stout-Sail,women,Neutral Olive (W),Jordan 11 Retro Neutral Olive (W),2018-11-23 23:59:59,220,True,Jordan 11 Retro,False
Nike,Cool Grey/White-Midnight Navy,men,Cool Grey Midnight Navy,Air More Uptempo Cool Grey Midnight Navy,2018-08-30 23:59:59,160,True,Air More Uptempo,False
Nike,Black/Black-Tour Yellow-White,men,Frequency Pack,Air Max 95 Frequency Pack,2018-09-14 23:59:59,170,True,Air Max 95,False
adidas,Core Black/Cloud White/Carbon,men,Show Your Stripes Black,adidas Ultra Boost 4 Show Your Stripes Black,2018-01-11 23:59:59,180,True,adidas Ultra Boost 4,False
adidas,Antique Brass/Antique Brass/Antique Brass,men,Antique Brass,adidas Ultra Boost 2.0 Antique Brass,2018-12-07 23:59:59,180,True,adidas Ultra Boost 2.0,False
Nike,Total Orange/Total Orange-Black-White,men,Just Do It Pack Total Orange,Air Force 1 Low Just Do It Pack Total Orange,2018-06-28 23:59:59,130,True,Air Force 1 Low,False
Nike,Multi-Color/Black,men,Multi-Color,LeBron 15 Multi-Color,2018-04-12 23:59:59,185,True,LeBron 15,False
Nike,White/White-Gym Red,men,Supreme White,Nike SB Gato Supreme White,2018-08-30 23:59:59,110,False,Nike SB Gato,False
adidas,White/White/White,men,Triple White,adidas Ultra Boost 3.0 Triple White,2016-12-06 23:59:59,180,True,adidas Ultra Boost 3.0,False
Nike,White/White-Black-Total Orange,men,Safari,Air VaporMax 2 Safari,2018-12-23 23:59:59,190,True,Air VaporMax 2,False
Nike,Black/Black-Black,men,Triple Black,Air Max 270 Triple Black,2018-03-16 23:59:59,150,True,Air Max 270,False
Nike,Black/Black-White,women,Black White (W),Air VaporMax 2 Black White (W),2018-03-22 23:59:59,190,True,Air VaporMax 2,False
adidas,Running White/Running White/Running White,women,Triple White (W),adidas Ultra Boost 4.0 Triple White (W),2017-11-27 23:59:59,180,True,adidas Ultra Boost 4.0,False
Nike,Black/White-Dusty Cactus,men,Dusty Cactus,Air Max 270 Dusty Cactus,2018-03-22 23:59:59,150,True,Air Max 270,False
Nike,White/Black-Varsity Red,men,White Black Red,Kobe 1 Protro White Black Red,2018-08-02 23:59:59,175,True,Kobe 1 Protro,False
Jordan,Black/Black-Metallic Silver-White,men,All Star 2017 "Chameleon",Jordan 6 Retro All Star 2017 "Chameleon",2017-02-19 23:59:59,225,True,Jordan 6 Retro,False
Nike,Light Silver/Metallic Dark Grey,men,Light Silver,Air VaporMax Run Utility Light Silver,2018-10-15 23:59:59,190,True,Air VaporMax Run Utility,False
Nike,Crimson Pulse/Sail-Coral Stardust,women,Crimson Pulse (W),Air VaporMax 2 Crimson Pulse (W),2018-04-05 23:59:59,190,True,Air VaporMax 2,False
Nike,White/Black-Dusty Cactus-Hyper Jade,men,Dusty Cactus Hyper Jade,Air VaporMax 2.0 Dusty Cactus Hyper Jade,2018-03-22 23:59:59,190,True,Air VaporMax 2.0,False
Nike,Rust Pink/White-Black,men,Rust Pink,Air Foamposite One Rust Pink,2018-04-20 23:59:59,230,True,Air Foamposite One,False
Nike,Black/Black-Aloe Verde-Gum Medium Brown,men,Realtree Black,Air Force 1 Low Realtree Black,2019-01-04 23:59:59,100,False,Air Force 1 Low,False
Jordan,Midnight Navy/White-Light Gum Brown,men,Midnight Navy,Jordan 11 Retro Low Midnight Navy,2016-06-04 23:59:59,170,True,Jordan 11 Retro Low,False
Jordan,University Red/Black,men,Red Suede,Jordan 5 Retro Red Suede,2017-07-02 23:59:59,190,True,Jordan 5 Retro,False
Jordan,White/Metallic Silver-University Red,men,Alternate History of Flight,Jordan 13 Retro Alternate History of Flight,2017-07-22 23:59:59,190,True,Jordan 13 Retro,False
Nike,Black/Multi-Color,men,ERDL Party Black,Air Max 95 ERDL Party Black,2018-08-04 23:59:59,190,True,Air Max 95,False
Jordan,Sail/Metallic Red Bronze-Gum Medium Brown,women,Rose Gold (W),Jordan 11 Retro Low Rose Gold (W),2018-04-13 23:59:59,175,True,Jordan 11 Retro Low,False
Nike,White/Black-Wolf Grey-Gunsmoke,men,White Black Wolf Grey,Air Max 1 White Black Wolf Grey,2018-01-01 23:59:59,110,False,Air Max 1,False
adidas,Core Black/True Green/Gold Metallic,men,Core Black True Green,adidas Ultra Boost 4.0 Core Black True Green,2018-12-06 23:59:59,180,True,adidas Ultra Boost 4.0,False
adidas,Core White/Punjab,men,A Kind Of Guise,adidas Ultra Boost A Kind Of Guise,2018-08-25 23:59:59,None,False,adidas Ultra Boost,False
Jordan,White/Hyper Royal-Black,men,White Hyper Royal Black,Jordan 13 Retro White Hyper Royal Black,2018-03-03 23:59:59,190,True,Jordan 13 Retro,False
Jordan,Sail/University Red,men,Sail,Jordan 1 Retro High OG Sail,2017-06-20 23:59:59,160,False,Jordan 1 Retro High OG,False
Nike,Black/Reflect Silver-Black-Black,men,Black Reflect Silver,Air VaporMax Run Utility Black Reflect Silver,2018-10-01 23:59:59,190,True,Air VaporMax Run Utility,False
Jordan,White/Black-Wolf Grey,men,Barons,Jordan 9 Retro Barons,2014-04-05 23:59:59,170,False,Jordan 9 Retro,False
Revenge X Storm,Black/Yellow,men,Black Yellow,Revenge X Storm Low Top Black Yellow,None,200,True,Revenge X Storm Low Top,False
Jordan,Bordeaux/Sail-Metallic Silver,men,Bordeaux,Jordan 12 Retro Bordeaux,2017-10-28 23:59:59,190,True,Jordan 12 Retro,False
Jordan,White/Dark Concord-Black-Infrared 23,men,White Concord Infrared 23,Jordan 6 Retro White Concord Infrared 23,2019-01-12 23:59:59,190,True,Jordan 6 Retro,False
Jordan,White/Metallic Silver-Black,men,Metallic White (2015),Jordan 5 Retro Metallic White (2015),2015-04-04 23:59:59,190,True,Jordan 5 Retro,False
Jordan,White/Metallic Gold Coin-Black,men,Closing Ceremony,Jordan 11 Retro Low Closing Ceremony,2016-08-27 23:59:59,170,False,Jordan 11 Retro Low,False
Nike,Purple Dawn/Black-Pink Blast-Multi-Color,men,Betrue (2018),Air Max 270 Betrue (2018),2018-06-23 23:59:59,160,False,Air Max 270,False
Nike,White/White,men,Acronym (AF100),Lunar Force 1 Low Acronym (AF100),2017-12-03 23:59:59,200,True,Lunar Force 1 Low,False
Nike,Multi-Color/White,men,Cereal,LeBron 15 Cereal,2018-03-30 23:59:59,185,False,LeBron 15,False
Nike,Black/Dark Grey-Volt-Hot Punch,men,Multi-Color,Air VaporMax Moc Multi-Color,2017-11-27 23:59:59,200,False,Air VaporMax Moc,False
Jordan,Black/Tech Grey-White,men,Oreo (2015),Jordan 4 Retro Oreo (2015),2015-02-21 23:59:59,190,False,Jordan 4 Retro,False
Jordan,Black/Sport Blue-Wolf Grey,men,Sport Blue,Jordan 3 Retro Sport Blue,2014-08-16 23:59:59,170,False,Jordan 3 Retro,False
Nike,Light Biege Chalk/Signal Blue,men,Undercover Light Beige Chalk,Nike React Element 87 Undercover Light Beige Chalk,2018-09-13 23:59:59,180,False,Nike React Element 87,False
Jordan,Black/Bordeaux-Light Graphite-Midnight Fog,men,Bordeaux (2015),Jordan 7 Retro Bordeaux (2015),2015-07-18 23:59:59,190,False,Jordan 7 Retro,False
Jordan,Pine Green/Sail-Black,child,Pine Green (GS),Jordan 1 Retro High Pine Green (GS),2018-09-22 23:59:59,120,False,Jordan 1 Retro High,False
Jordan,Black/Blur-Metallic Gold-Varsity Red,men,OVO Black,Jordan 8 Retro OVO Black,2018-02-16 23:59:59,225,False,Jordan 8 Retro,False
Nike,White/White,men,Supreme NBA White,Air Force 1 Mid Supreme NBA White,2018-03-08 23:59:59,165,False,Air Force 1 Mid,False
adidas,Core Black/Green/Core Black,men,Core Black Green,adidas Yeezy Boost 350 V2 Core Black Green,2016-11-23 23:59:59,220,False,adidas Yeezy Boost 350 V2,False
adidas,Core Black/Copper/Core Black,men,Core Black Copper,adidas Yeezy Boost 350 V2 Core Black Copper,2016-11-23 23:59:59,220,False,adidas Yeezy Boost 350 V2,False
Jordan,Sail/Fir-Team Orange,men,SoleFly Art Basel Sail,Jordan 1 Retro High SoleFly Art Basel Sail,2018-12-08 23:59:59,160,False,Jordan 1 Retro High,False
Nike,Vintage Wine/Vintage Wine-Particle Rose-Hot Punch,women,Force Is Female Vintage Wine (W),SF Air Force 1 High Force Is Female Vintage Wine (W),2018-01-11 23:59:59,180,True,SF Air Force 1 High,False
Vans,White/Red-Dress Blues,men,Retro Block,Vans Old Skool Retro Block,2017-01-01 23:59:59,60,False,Vans Old Skool,False
Nike,Black/Black-Dark Hazel,men,Black Dark Hazel,SF Air Force 1 Mid Black Dark Hazel,2017-07-28 23:59:59,170,True,SF Air Force 1 Mid,False
Nike,Atmosphere Grey/Volt-Total Orange,men,Grey Volt Orange,Air Max 270 Grey Volt Orange,2018-03-20 23:59:59,150,True,Air Max 270,False
adidas,Core Black/Core Black/Flash Red,men,Alphatype,adidas ZX500 RM Alphatype,2018-11-22 23:59:59,140,True,adidas ZX500 RM,False
Nike,Black/Black-Anthracite,men,Black,Nike Lunar Force 1 Duckboot Black,2017-09-15 23:59:59,170,True,Nike Lunar Force 1 Duckboot,False
Nike,White/White-Black,men,Triple White,Air Presto Triple White,2017-03-06 23:59:59,120,True,Air Presto,False
Nike,Black/Black-Dark Grey,men,Black Dark Grey,SF Air Force 1 High Black Dark Grey,2018-02-02 23:59:59,200,True,SF Air Force 1 High,False
Converse,Curry/Egret-Black,men,70s Hi Golf Le Fleur Burlap,Converse Chuck Taylor All-Star 70s Hi Golf Le Fleur Burlap,2018-11-15 23:59:59,110,True,Converse Chuck Taylor All-Star,False
Nike,Sunblush/Bordeaux-Team Orange-Black,men,Riccardo Tisci All-Star 2018 (Pink),Air Force 1 High Riccardo Tisci All-Star 2018 (Pink),2018-02-16 23:59:59,220,True,Air Force 1 High,False
Nike,Green Strike/Blue Lagoon-Pink-Black,men,Multi-Color 2.0 (2015/2017),Nike Flyknit Racer Multi-Color 2.0 (2015/2017),2015-09-11 23:59:59,150,True,Nike Flyknit Racer,False
adidas,Running White/Running White/Cloud White,men,Cloud White,adidas Yung-1 Cloud White,2018-09-13 23:59:59,120,True,adidas Yung-1,False
Nike,Black/Neo Turquoise-Medium Ash-Dark Pewter,men,Neo Turquoise,Air VaporMax 95 Neo Turquoise,2018-11-01 23:59:59,190,True,Air VaporMax 95,False
adidas,Core Black/Light Grey/Petrol,men,Packer Shoes x Solebox Silfra Rift,adidas Ultra Boost Mid Packer Shoes x Solebox Silfra Rift,2017-11-11 23:59:59,240,True,adidas Ultra Boost Mid,False
Nike,Black/Black,men,Blackout,Kyrie 4 Blackout,2018-07-14 23:59:59,120,True,Kyrie 4,False
adidas,Footwear White/Carbon/Blue Spirit,men,Parley Carbon Blue Spirit,adidas Ultra Boost 4.0 Parley Carbon Blue Spirit,2018-06-27 23:59:59,180,True,adidas Ultra Boost 4.0,False
adidas,Ash Silver/Carbon/Core Black,men,Grey Multi-Color,adidas Ultra Boost 4.0 Grey Multi-Color,2018-09-08 23:59:59,180,True,adidas Ultra Boost 4.0,False
adidas,Core Black/Blue Spirit/Equipment Green,men,Parley Core Black,adidas NMD R1 STLT Parley Core Black,2018-11-07 23:59:59,140,True,adidas NMD R1 STLT,False
Jordan,Summit White/Team Orange-Black,child,Gatorade Like Mike White (GS),Jordan 6 Retro Gatorade Like Mike White (GS),2017-12-16 23:59:59,140,True,Jordan 6 Retro,False
adidas,White/White/Gum,men,Gum Pack White,adidas NMD R1 Gum Pack White,2017-02-04 23:59:59,170,True,adidas NMD R1,False
Jordan,Light Crimson/Midnight Navy-University Blue-White,men,David Letterman,Jordan 1 Retro David Letterman,2016-04-30 23:59:59,160,True,Jordan 1 Retro,False
Jordan,Dark Grey/Dark Grey-Sail,men,Wool,Jordan 3 Retro Wool,2016-12-17 23:59:59,200,True,Jordan 3 Retro,False
adidas,Cloud White/Tech Ink/Ash Pearl,men,Show Your Stripes Cloud White,adidas Ultra Boost 4.0 Show Your Stripes Cloud White,2018-07-01 23:59:59,180,True,adidas Ultra Boost 4.0,False
Nike,Club Gold/Light Cream-Ember Glow-Metallic Silver-Black,men,Club Gold Ember Glow,Air VaporMax 2019 Club Gold Ember Glow,2018-11-26 23:59:59,190,True,Air VaporMax 2019,False
Jordan,Black/Varsity Red-White,men,Bred,Jordan 1 Retro High Flyknit Bred,2017-09-09 23:59:59,180,True,Jordan 1 Retro High Flyknit,False
Jordan,White/Black-True Red,men,OG Chicago (2017),Jordan 13 Retro OG Chicago (2017),2017-02-18 23:59:59,190,True,Jordan 13 Retro,False
Nike,White/Black-Infrared 23-Volt,men,Infrared,Kobe NXT 360 Infrared,2018-06-14 23:59:59,200,True,Kobe NXT 360,False
Nike,Black/Rage Green,men,Halloween,Kyrie 4 Halloween,2018-10-13 23:59:59,120,False,Kyrie 4,False
Nike,Blue Hero/White-Black-Varsity Red,men,Overbranding Blue Hero,Air Max 97 Overbranding Blue Hero,2018-11-21 23:59:59,170,True,Air Max 97,False
Jordan,White/Black-Gym Red,men,Alternate 89,Jordan 4 Retro Alternate 89,2016-01-02 23:59:59,190,True,Jordan 4 Retro,False
Nike,Safari/Baroque Brown-Altitude Green,men,De La Soul (2015),Nike Dunk SB Low De La Soul (2015),2015-05-16 23:59:59,135,False,Nike Dunk SB Low,False
adidas,Core Black/Core Black/Solar Red,men,Core Black Solar Red,adidas Ultra Boost Clima Core Black Solar Red,2018-06-14 23:59:59,220,True,adidas Ultra Boost Clima,False
Jordan,White/Metallic Silver-Pure Platinum,men,Pure Platinum,Jordan 7 Retro Pure Platinum,2017-06-03 23:59:59,190,True,Jordan 7 Retro,False
Jordan,Medium Grey/White-Gunsmoke,child,Cool Grey (GS),Jordan 11 Retro Low Cool Grey (GS),2018-04-28 23:59:59,130,False,Jordan 11 Retro Low,False
Jordan,White/Crimson Pulse-Light Aqua-Black,child,Light Aqua (GS),Jordan 5 Retro Light Aqua (GS),2018-07-14 23:59:59,140,False,Jordan 5 Retro,False
Jordan,Black/Italy Blue-University Red,men,Quai 54,Jordan 1 Retro High OG Quai 54,2017-07-08 23:59:59,160,True,Jordan 1 Retro High OG,False
Jordan,Laser White/Reflective Silver,men,30th Anniversary Laser,Jordan 1 Retro 30th Anniversary Laser,2015-02-08 23:59:59,185,True,Jordan 1 Retro,False
Nike,Cone/Tour Yellow-Hyper Grape,men,Cone,Air Max 98 Cone,2018-02-20 23:59:59,180,True,Air Max 98,False
adidas,Core Black/Cloud White/Core Black,men,Core Black Cloud White,adidas N3xt L3v3l Core Black Cloud White,2018-12-01 23:59:59,180,True,adidas N3xt L3v3l,False
adidas,Grey Six/Core Black/Shock Yellow,men,Black Multi-Color,adidas Ultra Boost 2019 Black Multi-Color,None,180,True,adidas Ultra Boost 2019,False
adidas,Footwear White/Core Black/Bold Green,men,Black,adidas Solar Hu Glide Black,2018-09-08 23:59:59,150,False,adidas Solar Hu Glide,False
Jordan,Black/Black-Concord,men,Black Concord,Jordan 9 Retro Boot Black Concord,2018-10-17 23:59:59,225,True,Jordan 9 Retro Boot,False
Jordan,White/Varsity Blue-Black,men,Motorsports (2017),Jordan 4 Retro Motorsports (2017),2017-03-26 23:59:59,190,True,Jordan 4 Retro,False
Jordan,Black/Black-Anthracite,men,Black,Jordan 3 Retro Flyknit Black,2018-08-15 23:59:59,200,True,Jordan 3 Retro Flyknit,False
Jordan,Black/Dark Grey-White,men,Blackout,Jordan XXXIII Blackout,2018-11-29 23:59:59,175,False,Jordan XXXIII,False
Jordan,White/Metallic Silver-Pure Platinum,child,Pure Money 2017 (GS),Jordan 4 Retro Pure Money 2017 (GS),2017-05-13 23:59:59,140,False,Jordan 4 Retro,False
Jordan,Light Bone/Wolf Grey,child,Light Bone Wolf Grey (GS),Jordan 1 Mid Light Bone Wolf Grey (GS),2017-01-01 23:59:59,90,False,Jordan 1 Mid,False
Jordan,Dark Powder Blue/Black-Wolf Grey-White,men,Powder Blue,Jordan 3 Retro Powder Blue,2014-01-18 23:59:59,170,False,Jordan 3 Retro,False
Nike,Vast Grey/Black-Vast Grey,men,All-Star (2018),Air Foamposite Pro All-Star (2018),2018-02-15 23:59:59,250,True,Air Foamposite Pro,False
Jordan,Black/Bright Concord-Aqua Tone,men,Aqua (2015),Jordan 8 Retro Aqua (2015),2015-11-27 23:59:59,190,False,Jordan 8 Retro,False
Jordan,White/University Red-Black-Matte Silver,men,White Cement,Jordan 5 Retro White Cement,2017-08-05 23:59:59,190,False,Jordan 5 Retro,False
Nike,Midnight Navy/Midnight Navy-Gum Light Brown-White,men,Navy Gum,Air Foamposite One Navy Gum,2019-01-19 23:59:59,230,True,Air Foamposite One,False
Yeezy,Graphite/Graphite,men,Season 6 Graphite,Yeezy Suede Desert Boot Season 6 Graphite,2018-04-01 23:59:59,270,True,Yeezy Suede Desert Boot,False
Jordan,White/French Blue-Metallic Silver-Varsity Red,men,French Blue (2016),Jordan 12 Retro French Blue (2016),2016-04-02 23:59:59,190,False,Jordan 12 Retro,False
Converse,Golden Rod/Garnet-Egret,men,70s Hi Kith x Coca Cola Yellow,Converse Chuck Taylor All-Star 70s Hi Kith x Coca Cola Yellow,2018-08-18 23:59:59,150,False,Converse Chuck Taylor All-Star,False
Jordan,White/Black-True Red,men,OG (2016),Jordan 9 Retro OG (2016),2016-12-03 23:59:59,190,False,Jordan 9 Retro,False
Jordan,Black/True Red-White,men,Bred,Jordan 11 Retro Low Bred,2015-05-23 23:59:59,170,False,Jordan 11 Retro Low,False
Off-White,White/Black,men,White,Off-White Vulc Low White,2018-07-04 23:59:59,235,False,Off-White Vulc Low,False
Jordan,Black/Tour Yellow,men,Thunder (2012),Jordan 4 Retro Thunder (2012),2012-12-22 23:59:59,160,False,Jordan 4 Retro,False
Nike,Black/Black-Anthracite-White,men,Triple Black 3.0,Air VaporMax Triple Black 3.0,2017-10-13 23:59:59,190,False,Air VaporMax,False
Jordan,White/Black-Varisty Red,men,Chinese New Year,Jordan 12 Retro Chinese New Year,2017-01-28 23:59:59,250,False,Jordan 12 Retro,False
Converse,Garnet/White-Egret,men,70s Hi Kith x Coca Cola Red,Converse Chuck Taylor All-Star 70s Hi Kith x Coca Cola Red,2018-08-18 23:59:59,150,False,Converse Chuck Taylor All-Star,False
Jordan,White/Carmine-Black,men,Carmine (2014),Jordan 6 Retro Carmine (2014),2014-05-24 23:59:59,170,False,Jordan 6 Retro,False
Nike,Bright Crimson/Ice Blue-Total Crimson,men,Bright Crimson,Nike Zoom VaporFly 4% Flyknit Bright Crimson,2018-10-04 23:59:59,250,False,Nike Zoom VaporFly 4% Flyknit,False
Nike,Black/Volt-White,men,Off-White Black,Nike Zoom Fly Mercurial Off-White Black,2018-06-14 23:59:59,200,False,Nike Zoom Fly Mercurial,False
Jordan,Black/Varsity Royal-White,men,Space Jam (2009),Jordan 11 Retro Space Jam (2009),2009-12-23 23:59:59,175,False,Jordan 11 Retro,False
adidas,Core Black/Deepest Purple/Core Black,men,Pharrell Holi Festival (Core Black),adidas Human Race NMD Pharrell Holi Festival (Core Black),2018-03-16 23:59:59,250,False,adidas Human Race NMD,False
Jordan,Denim/Denim-Sail-Game Red,men,Levi's Denim (Tag with Levi's Logo),Jordan 4 Retro Levi's Denim (Tag with Levi's Logo),2018-01-17 23:59:59,225,False,Jordan 4 Retro,False
Nike,White/Black-White,men,White Black,Nike Shox Gravity White Black,2017-01-01 23:59:59,150,True,Nike Shox Gravity,False
Vans,Multi-Color/Multi-Color,men,Marvel What The Avengers,Vans Old Skool Marvel What The Avengers,2018-06-08 23:59:59,70,True,Vans Old Skool,False
Nike,Black/Black-Sail-Gum-Medium Brown,women,Black Gum (W),Nike Dunk Sky Hi Black Gum (W),2015-01-01 23:59:59,120,True,Nike Dunk Sky Hi,False
Jordan,White/Black-Concord,toddler,Concord 2018 (TD),Jordan 11 Retro Concord 2018 (TD),2018-12-08 23:59:59,70,True,Jordan 11 Retro,False
Nike,Medium Olive/Black-Wolf Grey,men,Medium Olive,Nike Lunar Force 1 Duckboot Medium Olive,2017-09-15 23:59:59,170,True,Nike Lunar Force 1 Duckboot,False
Nike,White/Varsity Red-Varsity Royal,men,Forrest Gump (2017),Nike Cortez Basic Leather Forrest Gump (2017),2017-06-01 23:59:59,80,True,Nike Cortez Basic Leather,False
Jordan,White/Black-Concord-Black,men,Concord,Jordan 11 Retro Low Cleat Concord,2018-03-16 23:59:59,120,True,Jordan 11 Retro Low Cleat,False
Nike,White/White-White,men,Triple White,Nike Blazer Royal Triple White,2018-11-24 23:59:59,110,True,Nike Blazer Royal,False
adidas,Core Black/Core Black/Running White,men,Core Black,adidas EQT Support 93/17 Core Black,2017-10-05 23:59:59,180,True,adidas EQT Support 93/17,False
Nike,Black/Medium Olive-Neutral Olive-Black,men,Camo,SF Air Force 1 High Camo,2018-05-24 23:59:59,180,True,SF Air Force 1 High,False
Nike,Black/Black-White,men,Black Black White,Air Huarache Black Black White,2013-12-21 23:59:59,110,True,Air Huarache,False
adidas,Core Black/Grey Four/Grey Five,men,Duck Camo Core Black,adidas NMD R1 Duck Camo Core Black,2018-08-01 23:59:59,130,True,adidas NMD R1,False
adidas,Core Black/Running White/Copper Metallic,men,Black Boost,adidas I-5923 Black Boost,2018-01-30 23:59:59,130,True,adidas I-5923,False
Nike,Black/Black-Multi-Color,men,Year of the Monkey,Kyrie 4 Year of the Monkey,2018-04-04 23:59:59,125,True,Kyrie 4,False
Nike,Black/Anthracite-Team Orange-Black,men,Black Anthracite,Nike NSW Gaiter Boot Black Anthracite,2017-12-08 23:59:59,250,True,Nike NSW Gaiter Boot,False
Nike,Dark Curry/White-Sport Royal-Black,men,Curry (2018),Air Max 1 Curry (2018),2018-05-10 23:59:59,150,True,Air Max 1,False
Nike,Black/Black-Gum Medium Brown-Black,men,Black Gum,Air Max 1 Black Gum,2018-04-01 23:59:59,110,True,Air Max 1,False
Nike,Black/Black-Black,men,Triple Black,Air Force 1 Foamposite Cup Triple Black,2018-02-03 23:59:59,200,True,Air Force 1 Foamposite Cup,False
adidas,Core Black/Cloud White/Aero Green,men,Marble Aero Green,adidas NMD R1 Marble Aero Green,2018-07-27 23:59:59,170,True,adidas NMD R1,False
